run,patent_id,sketch_id,status,stage2_chamfer_p95,stage2_chamfer_sym,stage2_f1_at_2px,stage2_precision_at_2px,stage2_recall_at_2px,stage3_chamfer_p95,stage3_chamfer_sym,stage3_f1_at_2px,stage3_precision_at_2px,stage3_recall_at_2px
cohort,EP3363610B1,F0003,quality_gate_stage3,0.0,0.06254647123067414,0.9887796537721736,1.0,0.9778083060340272,1.4142135623730951,0.2919359844020678,0.9861252477634328,1.0,0.9726302441086336
canonical,EP3491995A1,F0001,quality_gate_stage2,2.0,0.20129138779337433,0.9574976298649331,1.0,0.9184608661761406,,,,,
cohort,EP3491995A1,F0001,quality_gate_stage2,2.0,0.20129138779337433,0.9574976298649331,1.0,0.9184608661761406,2.8284271247461903,0.5343574329788593,0.9439474296415846,0.99998166483315,0.8938597630829919
canonical,EP3492751A1,F0002,quality_gate_stage2,0.0,0.005846552153730241,0.9996131854529599,1.0,0.9992266700411974,,,,,
cohort,EP3492751A1,F0002,quality_gate_stage2,0.0,0.005846552153730241,0.9996131854529599,1.0,0.9992266700411974,2.0,0.4476432888453763,0.9845794499093593,0.9998185183840876,0.969797949972582
canonical,EP3493219A1,F0003,quality_gate_stage3,0.0,0.21167207755650194,0.9695493300852619,1.0,0.9408983451536643,2.0,0.46286876097174917,0.9624098977945131,1.0,0.9275434449006678
cohort,EP3493219A1,F0003,quality_gate_stage3,0.0,0.21167207755650194,0.9695493300852619,1.0,0.9408983451536643,2.0,0.46286876097174917,0.9624098977945131,1.0,0.9275434449006678
canonical,EP3493383A1,F0002,ok,0.0,0.0007110970084850711,0.999931675321126,1.0,0.9998633599781376,1.0,0.06975774187831359,0.9996924654023578,1.0,0.9993851199016192
cohort,EP3493383A1,F0002,ok,0.0,0.0007110970084850711,0.999931675321126,1.0,0.9998633599781376,1.0,0.06975774187831359,0.9996924654023578,1.0,0.9993851199016192
canonical,EP3493557A1,A0001,quality_gate_stage3,0.0,0.005849581190427344,0.9996875325486928,1.0,0.9993752603082049,1.0,0.13768414559116662,0.9991663192997083,1.0,0.9983340274885465
cohort,EP3493557A1,A0001,quality_gate_stage3,0.0,0.005849581190427344,0.9996875325486928,1.0,0.9993752603082049,1.0,0.13768414559116662,0.9991663192997083,1.0,0.9983340274885465
canonical,EP3494929A1,F0001,quality_gate_stage1,,,,,,,,,,
cohort,EP3494929A1,F0001,quality_gate_stage1,,,,,,,,,,
canonical,EP3495022A2,F0007,quality_gate_stage3,0.0,0.03909172856545709,0.990183525394793,1.0,0.9805579036348268,1.0,0.2722319058656877,0.9866850937318536,0.9997349438648971,0.9739715412792336
cohort,EP3495022A2,F0007,quality_gate_stage3,0.0,0.03909172856545709,0.990183525394793,1.0,0.9805579036348268,1.0,0.2722319058656877,0.9866850937318536,0.9997349438648971,0.9739715412792336
canonical,EP3496065A1,F0001,ok,0.0,0.0,1.0,1.0,1.0,1.0,0.17557487200771965,0.9992580190701728,0.9998746553020808,0.9986421429453154
cohort,EP3496065A1,F0001,ok,0.0,0.0,1.0,1.0,1.0,1.0,0.17557487200771965,0.9992580190701728,0.9998746553020808,0.9986421429453154
canonical,EP3496083A1,F0004,quality_gate_stage2,0.0,0.07904421201286016,0.983341858246817,1.0,0.9672296102907182,,,,,
cohort,EP3496083A1,F0004,quality_gate_stage2,0.0,0.07904421201286016,0.983341858246817,1.0,0.9672296102907182,2.0,0.4142594496216411,0.9638177360723645,1.0,0.9301623562046177
canonical,EP3496314A1,F0001,quality_gate_stage2,2.0,0.2821209415228631,0.9545262167881495,1.0,0.9130082763584023,,,,,
cohort,EP3496314A1,F0001,quality_gate_stage2,2.0,0.2821209415228631,0.9545262167881495,1.0,0.9130082763584023,2.8284271247461903,0.6847088352742717,0.9333384510569698,1.0,0.8750089960417416
canonical,EP3496476A1,F0001,quality_gate_stage2,0.0,0.17946669749854677,0.9675991392560712,1.0,0.9372320152453549,,,,,
cohort,EP3496476A1,F0001,quality_gate_stage2,0.0,0.17946669749854677,0.9675991392560712,1.0,0.9372320152453549,2.8284271247461903,0.5217704207213705,0.9443394125863674,0.9999776715938017,0.8945661955428511
canonical,EP3498192A1,F0001,quality_gate_stage3,0.0,0.0,1.0,1.0,1.0,1.4142135623730951,0.4718678970849596,0.9802732748002242,0.9999547777325555,0.9613515752703822
cohort,EP3498192A1,F0001,quality_gate_stage3,0.0,0.0,1.0,1.0,1.0,1.4142135623730951,0.4718678970849596,0.9802732748002242,0.9999547777325555,0.9613515752703822
canonical,EP3498415A1,F0001,quality_gate_stage2,0.0,0.0010952923077472059,0.999870617156165,1.0,0.9997412677878396,,,,,
cohort,EP3498415A1,F0001,quality_gate_stage2,0.0,0.0010952923077472059,0.999870617156165,1.0,0.9997412677878396,1.0,0.1750319473035929,0.999456366978177,1.0,0.9989133247089262
canonical,EP3498474A1,A0001,quality_gate_stage2,0.0,0.005483345964833928,0.9991253325558512,1.0,0.998252193860831,,,,,
cohort,EP3498474A1,A0001,quality_gate_stage2,0.0,0.005483345964833928,0.9991253325558512,1.0,0.998252193860831,1.4142135623730951,0.5564403871047992,0.9846723849630004,0.9999545020246599,0.9698503440993337
canonical,EP3498480A1,A0001,ok,0.0,0.009067314846468052,0.9998246810168501,1.0,0.9996494234964163,1.0,0.28182830106362505,0.9980086092868261,0.9999590600180136,0.9960657525708944
cohort,EP3498480A1,A0001,ok,0.0,0.009067314846468052,0.9998246810168501,1.0,0.9996494234964163,1.0,0.28182830106362505,0.9980086092868261,0.9999590600180136,0.9960657525708944
canonical,EP3499621A1,A0001,quality_gate_stage3,0.0,0.000265101201772279,0.9999671171615533,1.0,0.9999342364855978,1.0,0.27686164894862725,0.9984162627475656,0.9999279746470757,0.9969091148230962
cohort,EP3499621A1,A0001,quality_gate_stage3,0.0,0.000265101201772279,0.9999671171615533,1.0,0.9999342364855978,1.0,0.27686164894862725,0.9984162627475656,0.9999279746470757,0.9969091148230962
canonical,EP3499654A1,A0001,quality_gate_stage2,0.0,8.802702993295128e-05,0.9999673863413997,1.0,0.9999347748100317,,,,,
cohort,EP3499654A1,A0001,quality_gate_stage2,0.0,8.802702993295128e-05,0.9999673863413997,1.0,0.9999347748100317,1.0,0.1415599331551199,0.9908661396126015,0.9860837557715282,0.9956951374620878
canonical,EP3501654A1,A0001,ok,0.0,0.0013414634146341464,0.9997560380580629,1.0,0.9995121951219512,1.0,0.12257299879816291,0.9995105379309083,0.999875,0.9991463414634146
cohort,EP3501654A1,A0001,ok,0.0,0.0013414634146341464,0.9997560380580629,1.0,0.9995121951219512,1.0,0.12257299879816291,0.9995105379309083,0.999875,0.9991463414634146
canonical,EP3501674A1,F0004,quality_gate_stage3,0.0,0.15707107832797393,0.9995298542548191,1.0,0.9990601503759399,1.0,0.37983217785096474,0.9988969179511878,0.9999105505612952,0.9978853383458647
cohort,EP3501674A1,F0004,quality_gate_stage3,0.0,0.15707107832797393,0.9995298542548191,1.0,0.9990601503759399,1.0,0.37983217785096474,0.9988969179511878,0.9999105505612952,0.9978853383458647
canonical,EP3501683A1,A0001,quality_gate_stage2,0.0,0.02267872468559062,0.9946265601455663,1.0,0.9893105593575025,,,,,
cohort,EP3501683A1,A0001,quality_gate_stage2,0.0,0.02267872468559062,0.9946265601455663,1.0,0.9893105593575025,2.0,0.4707333051303537,0.9788817721087723,0.9999176548089591,0.9587127424919405
canonical,EP3501852A1,F0001,quality_gate_stage3,0.0,0.001989391018621771,0.9999200593844573,1.0,0.999840131548897,1.0,0.17585709997292626,0.9995875843405336,0.9998376058461895,0.9993376878454301
cohort,EP3501852A1,F0001,quality_gate_stage3,0.0,0.001989391018621771,0.9999200593844573,1.0,0.999840131548897,1.0,0.17585709997292626,0.9995875843405336,0.9998376058461895,0.9993376878454301
canonical,EP3501900A1,A0001,quality_gate_stage3,0.0,0.0006672516512211526,0.9998684927389205,1.0,0.9997370200616125,1.0,0.3971331019316281,0.9957846175995214,0.9996003596762914,0.9919978961604929
cohort,EP3501900A1,A0001,quality_gate_stage3,0.0,0.0006672516512211526,0.9998684927389205,1.0,0.9997370200616125,1.0,0.3971331019316281,0.9957846175995214,0.9996003596762914,0.9919978961604929
canonical,EP3502419A1,A0001,quality_gate_stage2,0.0,0.0,1.0,1.0,1.0,,,,,
cohort,EP3502419A1,A0001,quality_gate_stage2,0.0,0.0,1.0,1.0,1.0,2.23606797749979,0.43044866148224953,0.958010163145226,1.0,0.9194045174537988
canonical,EP3502503A1,A0001,ok,0.0,0.025958465908613507,0.996227323807995,1.0,0.9924830067972811,1.0,0.1745696883096578,0.9958239593605562,0.9999180126260556,0.9917632946821271
cohort,EP3502503A1,A0001,ok,0.0,0.025958465908613507,0.996227323807995,1.0,0.9924830067972811,1.0,0.1745696883096578,0.9958239593605562,0.9999180126260556,0.9917632946821271
canonical,EP3502566A1,F0002,quality_gate_stage2,0.0,0.18058251822990418,0.9709070120654989,1.0,0.9434589715883811,,,,,
cohort,EP3502566A1,F0002,quality_gate_stage2,0.0,0.18058251822990418,0.9709070120654989,1.0,0.9434589715883811,,,,,
canonical,EP3502592A1,F0001,quality_gate_stage3,0.0,0.0011268035056638415,0.9996550260057319,1.0,0.9993102899434968,1.0,0.20794853582632905,0.9992565149820912,0.9999730581674166,0.9985409979573971
cohort,EP3502592A1,F0001,quality_gate_stage3,0.0,0.0011268035056638415,0.9996550260057319,1.0,0.9993102899434968,1.0,0.20794853582632905,0.9992565149820912,0.9999730581674166,0.9985409979573971
canonical,EP3503056A1,F0001,quality_gate_stage1,,,,,,,,,,
cohort,EP3503056A1,F0001,quality_gate_stage1,,,,,,,,,,
canonical,EP3503130A1,A0001,quality_gate_stage3,0.0,0.0004375410194705754,0.9998906027786895,1.0,0.9997812294902647,1.0,0.11669363785302228,0.999340360226718,0.9991183601498788,0.9995624589805294
cohort,EP3503130A1,A0001,quality_gate_stage3,0.0,0.0004375410194705754,0.9998906027786895,1.0,0.9997812294902647,1.0,0.11669363785302228,0.999340360226718,0.9991183601498788,0.9995624589805294
